polymer_name,membrane_type,thickness_um,permeability_LMH_bar,pore_size_nm,MWCO,porosity,surface_charge,hydrophilicity,membrane_area_cm2,baseline_rejection_percent,fouling_coefficient,water_contaminant,water_feed_concentration_mg_L,water_turbidity_NTU,water_TDS_mg_L,water_pH,water_temperature_C,water_viscosity_Pa_s,water_density_kg_m3,op_TMP_bar,op_feed_flow_L_min,op_crossflow_velocity_m_s,op_recovery_percent,op_operating_time_hr,op_temperature_C,op_membrane_area_m2,op_pump_efficiency,op_electricity_price_per_kwh,flux_LMH,initial_flux_LMH,rejection_percent,permeate_mg_L,flux_decline_percent,energy_kWh_m3,cost_per_m3,feasibility_score,flux_model,rejection_model,scientific_note,physics_model,rejection_score,flux_score,fouling_score,energy_score,cost_score,dataset_type
Custom Polymer,MF,74.59288671539531,68.08820868767289,13.061417958224581,50879.82819625298,0.5859837049500206,0.16223321844180472,0.19977565166005762,10000,90.12581385649491,0.10873403379429124,Custom contaminant,741.5941638763863,13.105775155731326,458.8860305859994,9.565375306039046,21.92734581474822,0.001,1000.0,6.158784097262608,24.940618222225133,0.6662355706359466,76.67174427852275,7.231486331728293,21.92734581474822,9.255603450189069,0.7,8,191.01935217783353,419.3405768767375,90.12581385649491,73.2263881705245,54.44768221559859,0.24439619453133474,1.955169556250678,78.2042472102876,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,94.86927774367886,100.0,0.0,100,100,synthetic_physics
Custom Polymer,MF,22.181150779265593,55.964606190355646,63.76353605642743,11036.791673199952,0.19823771794473888,-0.16177136136739234,0.9662319121431817,10000,79.74252340639521,0.14028836713203063,Custom contaminant,806.317306456841,46.73816015552915,2375.8140028313437,4.107020703861926,13.27431990297205,0.001,1000.0,16.62268657467818,40.04403732793293,0.24031433454676937,44.807719294929015,14.741371786450257,13.27431990297205,8.690615642382511,0.7,8,117.61833166866462,930.2821079775762,79.74252340639521,163.3395396256792,87.35670280444653,0.6596304201577909,5.2770433612623275,74.37882441288244,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,83.93949832252126,100.0,0.0,100,100,synthetic_physics
Custom Polymer,RO,212.16006894410336,38.044220297311085,43.162326550977475,65367.13704520743,0.7072434422266275,-0.09220623584740051,0.24783956295135812,10000,61.8094519135793,0.11317207063529973,Custom contaminant,818.4030757896713,10.527807985412496,293.0206851700167,7.56660198253871,14.385197325780949,0.001,1000.0,16.528350971035557,16.206399022279648,0.15243321364143123,74.07278543655876,4.389995484279037,14.385197325780949,2.9187288151455624,0.7,8,382.6043564014279,628.8082254933523,61.8094519135793,312.5526202002004,39.15404714986943,0.6558869438197714,5.247095550558171,67.77190333658184,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,65.06258096166242,100.0,0.0,100,100,synthetic_physics
Custom Polymer,NF,85.27056364410873,12.433516302870142,3.0936536173075635,6011.843211843881,0.2222490296550969,-0.8932361347456492,0.5911438161109712,10000,83.96765488729537,0.06207641624064409,Custom contaminant,324.8111859825289,50.45262370222301,2637.514332480365,9.106789760933236,11.304251860383758,0.001,1000.0,3.793668510011177,12.600498684115404,0.2568937000738897,47.842448880707956,10.282167004025018,11.304251860383758,0.5876157872831805,0.7,8,24.914480251685216,47.168639266909054,83.96765488729537,52.07485030138795,47.17998941902092,0.15054240131135366,1.2043392104908293,71.69751867698685,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,88.38700514452144,83.04826750561739,0.0,100,100,synthetic_physics
Custom Polymer,MF,266.63894487164225,11.06551838746788,83.51239682506741,5670.205713277874,0.7473893083126435,-0.801773716840249,0.8435749515977528,10000,95.0423918819881,0.14703774868505592,Custom contaminant,804.0056214708576,77.94775407713288,1963.2015003870881,8.673978127468775,14.036566252394412,0.001,1000.0,10.814147111763218,26.19692063933031,0.858996422681332,39.70995241951369,9.549603158358307,14.036566252394412,6.43167638524739,0.7,8,29.386543549056082,119.66414370999856,95.0423918819881,39.85944795931128,75.44248206858586,0.4291328222386721,3.433062577909377,79.48878629088007,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,100.0,97.95514516352027,0.0,100,100,synthetic_physics
Custom Polymer,UF,140.56702557541456,14.837072684441729,48.30985012835083,41980.49217519106,0.2627989583702116,-0.264976379769744,0.3663924498262474,10000,66.34202866418602,0.06002229156040469,Custom contaminant,688.8859120013859,29.68764745712853,2851.6879874744873,9.498088117229067,24.427312849002355,0.001,1000.0,6.701551859092839,27.236304701670154,0.8500748838858884,53.94405054200765,19.40320795675632,24.427312849002355,5.373950533050827,0.7,8,31.026543342239677,99.43141203191605,66.34202866418602,231.86502279788724,68.79603466530216,0.26593459779579687,2.127476782366375,69.4418000341738,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,69.83371438335371,100.0,0.0,100,100,synthetic_physics
Custom Polymer,RO,151.19625094940625,73.7544230687188,21.038054719446116,69632.41381744057,0.7025033478281258,-0.7357943253969121,0.6143797405419198,10000,54.745277836673736,0.11022876609935689,Custom contaminant,93.64828663528503,93.5939822700626,498.4829971096263,9.753281475454482,34.026525282552896,0.001,1000.0,11.954903688433811,39.3485811268478,0.797163690593255,75.95202971129977,6.454508815220899,34.026525282552896,5.941751364047261,0.7,8,432.8581038057062,881.7270243825341,54.745277836673736,42.38027192751365,50.907923672994706,0.47440094039673547,3.7952075231738838,65.16931288719559,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,57.62660824913025,100.0,0.0,100,100,synthetic_physics
Custom Polymer,NF,56.5741068065566,62.000404302388006,17.957839105186093,56712.585841507964,0.5007013598236948,-0.06802969403754533,0.5226317755131228,10000,88.11977716132874,0.12089048389424965,Custom contaminant,497.2316834196748,59.95934415226123,2800.5850835012952,4.718401531006737,13.513106977003314,0.001,1000.0,1.9366384358332145,33.23530096698586,0.4244222177824757,63.07410621063824,16.273938212751926,13.513106977003314,3.403013807449558,0.7,8,16.78910804827665,120.0723660092036,88.11977716132874,59.07223201473379,86.01750876884549,0.0768507316421637,0.6148058531373096,66.45610443300077,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,92.75766016981973,55.963693494255494,0.0,100,100,synthetic_physics
Custom Polymer,NF,383.6407520646196,27.782959150107395,37.05500975943335,31786.778030324156,0.21032815403749977,-0.7044332549156167,0.936127463375744,10000,71.85141145621779,0.06058137430272442,Custom contaminant,732.3888515906042,55.29930652528999,2814.8059618315406,8.681808963456353,24.381086923736213,0.001,1000.0,7.651917574920359,49.34494570129178,0.7205826336436071,76.33959950028809,3.2842465646004717,24.381086923736213,8.520283423988747,0.7,8,174.23674221886418,212.5929134040012,71.85141145621779,206.15712437477094,18.042074202279178,0.30364752305721804,2.4291801844577443,73.42949843948527,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,75.63306469075557,100.0,9.789628988604115,100,100,synthetic_physics
Custom Polymer,RO,322.16620315569173,13.070246155176145,59.23754199695285,68766.58832799215,0.108611880122022,-0.09136407631650689,0.8253995111963212,10000,64.73841536467009,0.07148947186078991,Custom contaminant,447.8909857972143,30.19273914424916,2763.481496995107,8.687764212589094,13.317652329883316,0.001,1000.0,19.941286225183948,44.080801191079516,0.2910693534853986,67.76724347457036,3.000858998977497,13.317652329883316,9.991136831694963,0.7,8,210.31382149913821,260.63751961397753,64.73841536467009,157.9334590308982,19.307925501045375,0.7913208825848006,6.330567060678405,69.54306963330676,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,68.14570038386324,100.0,3.460372494773123,100,100,synthetic_physics
Custom Polymer,MF,328.56125762381055,9.953631971429141,89.8063064907659,3385.4505688447075,0.26857964062880296,-0.71395624966673,0.7767679406922186,10000,59.890390937923605,0.13704254293397836,Custom contaminant,659.7063489342153,3.6162710494696215,115.74651897323133,4.309947502086393,28.177755329431832,0.001,1000.0,16.069339855016423,12.689088210742035,0.8509147544938422,9.29239551149453,19.32265056057939,28.177755329431832,9.285174758705576,0.7,8,11.32287977311696,159.948294940652,59.890390937923605,264.6056375152113,92.92091248780223,0.6376722169790435,5.101377735832348,51.500614016130726,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,63.042516776761694,37.74293257705653,0.0,100,100,synthetic_physics
Custom Polymer,NF,388.3331155611465,70.11395761388508,83.96004164688293,4495.054304933109,0.24124747750333878,-0.7501526413887138,0.5045309901929865,10000,87.18488760360935,0.0963517174635778,Custom contaminant,852.6197887643157,15.521299244109088,2230.4011666119686,5.158248945213424,18.12276253953401,0.001,1000.0,14.256113006169818,49.03003446003541,0.6154281699172989,9.08752362434717,14.98326079329702,18.12276253953401,0.5192704606436542,0.7,8,235.95586415416867,999.5525030533463,87.18488760360935,109.26418424401558,76.39384990449314,0.5657187705386789,4.525750164309431,77.12074806448766,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,91.77356589853616,100.0,0.0,100,100,synthetic_physics
Custom Polymer,MF,357.69335969930415,18.13965679582782,10.08037957659561,18761.556273591737,0.7860190256879348,-0.08287871508302036,0.784080948341408,10000,81.75677627117807,0.08799990674400242,Custom contaminant,153.6789521183992,94.60244535580951,973.893634292682,7.468103294845253,30.993278337671985,0.001,1000.0,13.054816473857116,47.0891260750804,0.15695460002085743,43.12645538352066,9.994808182408,30.993278337671985,4.794270421877919,0.7,8,98.2696745838738,236.8098903682872,81.75677627117807,28.0359950590687,58.50271522399482,0.5180482731865464,4.144386185492372,75.12091757359191,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,86.0597644959769,100.0,0.0,100,100,synthetic_physics
Custom Polymer,RO,68.41658783689486,14.275366377403769,28.52947903234448,30818.108074202715,0.399532249576945,0.22197509407325655,0.634629117418263,10000,70.54936373961996,0.06427355086716108,Custom contaminant,225.45224142999237,58.830624840900825,1019.4186428199898,4.216359005664183,22.552001324705813,0.001,1000.0,9.587826966785371,12.054050542006339,0.5767333537908945,47.43289253239407,16.997051256093727,22.552001324705813,6.514689973791979,0.7,8,45.904761677549864,136.86974271401306,70.54936373961996,66.39711956442088,66.4609863602454,0.38046932438316006,3.0437545950652805,70.99187085143893,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,74.26248814696838,100.0,0.0,100,100,synthetic_physics
Custom Polymer,NF,164.94493439378112,78.95578997660944,55.365293976368264,43426.11042039907,0.53820873665874,-0.27868533109949145,0.5127392446067582,10000,86.7616138552628,0.1335284185749376,Custom contaminant,921.8466253222397,50.36329251830992,1608.7978327476503,8.799222464583018,19.43352075232604,0.001,1000.0,16.780170774432356,25.212940679353746,0.1246981570919157,10.404436030470777,20.286840459427385,19.43352075232604,0.6501223773780912,0.7,8,88.25375364150314,1324.8916394377209,86.7616138552628,122.03761592238685,93.33879458406442,0.6658797931689084,5.3270383453512675,76.9648051045705,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,91.32801458448715,100.0,0.0,100,100,synthetic_physics
Custom Polymer,NF,147.4996037054914,34.078874009653035,18.126450073967785,31732.39029529793,0.61988479670756,-0.9706343128798585,0.8271734245206864,10000,92.74174637637046,0.05897792811277448,Custom contaminant,162.07677007002846,60.084040794508084,447.0504120081936,6.189516166469515,38.75287542702917,0.001,1000.0,19.910196557156016,38.83313967637469,0.31785189482155857,56.57487868745694,17.0770495888743,38.75287542702917,3.9396327821201327,0.7,8,247.82941061869326,678.5170799787475,92.74174637637046,11.76394303666956,63.474845669845806,0.7900871655985784,6.320697324788627,79.16801182287332,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,97.62289092249522,100.0,0.0,100,100,synthetic_physics
Custom Polymer,RO,15.256546038081359,21.696708201621906,52.983741993758855,16793.25477370044,0.21613480751357356,0.6726085811004758,0.9891330026836055,10000,77.74287445861958,0.12666511097784844,Custom contaminant,990.4184476830098,14.15958885687747,1399.9122784376182,6.355436295051519,12.401478509385552,0.001,1000.0,15.15553742133594,22.255172338807057,0.4746336648484973,16.300473035993015,4.751776327425401,12.401478509385552,9.080325859346528,0.7,8,180.12341393786087,328.8252730694872,77.74287445861958,220.43867728579863,45.222150275597194,0.6014102156135067,4.811281724908054,73.64211164264933,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,81.83460469328378,100.0,0.0,100,100,synthetic_physics
Custom Polymer,NF,31.878053597396654,24.052376209426917,29.913873701138307,49274.65546895785,0.5105116211103572,-0.013420048298666831,0.08411533455688203,10000,62.15900595738011,0.12732031579056846,Custom contaminant,641.2128134736745,64.91490501342744,2043.5894405189292,8.577418114237174,11.74325445164342,0.001,1000.0,7.4588460216657255,27.436844327822254,0.34507191846435276,68.33591549653899,11.840453951801408,11.74325445164342,7.7094131356478535,0.7,8,39.72990472557517,179.40297060129132,62.15900595738011,242.64130254708854,77.85437744290662,0.2959859534774922,2.3678876278199374,67.90068640535057,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,65.43053258671591,100.0,0.0,100,100,synthetic_physics
Custom Polymer,NF,257.347826622714,91.04567214326364,59.12527011316108,85102.29273395531,0.33841355691406705,-0.0023660829370295566,0.5314110410045777,10000,55.23848782321392,0.06279011347172339,Custom contaminant,918.1642958261593,63.08322403647424,614.7690890672058,6.03313381365763,15.748090289880995,0.001,1000.0,0.6914980096117362,46.44556246669731,0.45372525497430277,28.065130431558963,14.56421400160681,15.748090289880995,0.1724131173008548,0.7,8,25.2285834663577,62.95790107082951,55.23848782321392,410.98422307912847,59.92785172749835,0.02744039722876725,0.219523177830138,61.37484138490321,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,58.14577665601466,84.09527822119233,0.0,100,100,synthetic_physics
Custom Polymer,RO,146.23083223439878,70.60031310419036,63.74320753385703,98189.69178048227,0.5342503967606309,-0.04498825274453444,0.7614325631840076,10000,95.07606081100624,0.10950091227416098,Custom contaminant,963.5791113138858,78.20051707381772,2613.724170959587,4.684624427101824,31.97240508981363,0.001,1000.0,8.913756250641898,28.102086318152484,0.6575613853875332,77.73613375291771,23.637584913643177,31.97240508981363,2.9534596303302623,0.7,8,47.28973235502579,629.3139822297519,95.07606081100624,47.446049478942165,92.48551062103033,0.35372048641955967,2.8297638913564773,80.0,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,100.0,100.0,0.0,100,100,synthetic_physics
Custom Polymer,RO,377.4919335882816,35.30279326999183,13.26310771155788,4574.222548429116,0.644140189270425,-0.020600516366188204,0.9855401694949262,10000,73.20217546406329,0.14679796196570682,Custom contaminant,417.46024217211925,79.36821505599725,345.975889704313,7.3327702608265835,34.06179360957172,0.001,1000.0,18.509093010953794,41.306571440254146,0.046601019929162484,32.952675598005065,1.644414099375505,34.06179360957172,1.1818946820341243,0.7,8,513.283116672575,653.4226841807524,73.20217546406329,111.87026320458098,21.447000678264082,0.734487818482582,5.875902547860656,71.96922253939174,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,77.05492154111924,100.0,0.0,100,100,synthetic_physics
Custom Polymer,NF,340.8997580470672,71.61256143485812,77.598347592411,86612.92653153845,0.6176020279335569,0.6017431842132641,0.048963709823279244,10000,61.703304007020805,0.09517517713941064,Custom contaminant,859.5440515785749,0.45001249396591225,1592.4250921374144,8.063724396186384,10.888218673858397,0.001,1000.0,8.14684003955708,44.88610918780115,0.6748966807673001,22.824377252044798,20.540356546349948,10.888218673858397,3.545511091754192,0.7,8,82.596602826113,583.4160828327434,61.703304007020805,329.1769723587831,85.84259069015205,0.32328730341565687,2.586298427325255,67.73279621311292,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,64.95084632317979,100.0,0.0,100,100,synthetic_physics
Custom Polymer,RO,156.4823890482637,59.44170483743175,40.297066707035576,27845.092550129168,0.7205902935203085,-0.6248126361210173,0.0848115912357631,10000,67.06215423342846,0.1090576764080273,Custom contaminant,809.3572899165189,99.87433700667648,959.4499653323783,6.447651706787693,14.104638340888789,0.001,1000.0,11.582464206536065,49.881421825882946,0.7038722000194519,49.64096303100288,9.72067368366216,14.104638340888789,9.161457726826992,0.7,8,238.5011768238925,688.4814186550349,67.06215423342846,266.58485585320625,65.35837128476025,0.45962159586516016,3.6769727669212813,69.70710945442102,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,70.59174129834574,100.0,0.0,100,100,synthetic_physics
Custom Polymer,RO,253.4891321038712,14.302324417993088,37.17246785671421,7183.083550352806,0.2413853263821471,-0.9646624380001756,0.4532799165001634,10000,81.66355922109469,0.05477740704494162,Custom contaminant,426.17795379022436,95.92092728445759,2280.693052567255,7.245139821669707,18.536226253354755,0.001,1000.0,17.960536615705305,12.519758727152315,0.3320893032115103,73.17986108172114,12.9442382991992,18.536226253354755,7.448947699237969,0.7,8,126.41209954439985,256.8774213990609,81.66355922109469,78.14586810949496,50.78894094470928,0.7127197075426086,5.701757660340869,75.08657444987699,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,85.96164128536283,100.0,0.0,100,100,synthetic_physics
Custom Polymer,MF,330.1852124146526,30.63894585996773,24.89583410103963,32587.988543282194,0.20880909485839574,0.7486287305816148,0.2832469332501141,10000,78.0183207812778,0.11983629164549923,Custom contaminant,785.9858682819564,43.83862585841929,1481.1461949015045,9.96821049361015,30.237924309370722,0.001,1000.0,16.329841173734078,45.22514449174236,0.7897139378670458,18.88845087151757,13.711012242832947,30.237924309370722,1.1087521574139945,0.7,8,96.75570138701913,500.3291196239103,78.0183207812778,172.7728922702281,80.66158902369128,0.6480095709046807,5.184076567237446,73.74359186678655,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,82.12454819081873,100.0,0.0,100,100,synthetic_physics
Custom Polymer,NF,329.9318420163592,95.57959339059329,51.76047436571102,43580.763040342834,0.12508992599271423,0.9195490446584407,0.10300268413015878,10000,52.049846755911865,0.04067965866821607,Custom contaminant,74.8751295791986,45.51178424117624,1596.6546236456259,5.875419694171503,11.528814477246582,0.001,1000.0,2.4096872913346887,19.840714521506477,0.06992316631827077,57.364229420743506,5.364982725833081,11.528814477246582,3.0905085309580214,0.7,8,185.15821159531373,230.31693150424965,52.049846755911865,35.902739374935294,19.607208038937717,0.09562251163739835,0.7649800930991868,64.56905129218771,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,54.78931237464407,100.0,1.9639598053114105,100,100,synthetic_physics
Custom Polymer,UF,214.13872020388246,1.1644100598052527,12.094966728871057,86345.07409221737,0.1008631437583357,0.016334711625750176,0.4895020065072081,10000,66.62139863443083,0.06754241792123519,Custom contaminant,782.7753261513185,84.12037062149564,855.0107759042252,5.9349426458063785,17.27448559084998,0.001,1000.0,9.701295330911089,34.47965952528183,0.23597034670878636,29.805180654115,22.364038513345037,17.27448559084998,0.5808359694848849,0.7,8,2.4941618789659126,11.296285876454599,66.62139863443083,261.2794557040825,77.92051381981562,0.38497203724889384,3.0797762979911507,46.62319404515664,Permeability model: J = A × TMP,User-provided baseline rejection,Screening-level approximation; requires experimental validation.,simple,70.12778803624298,8.313872929886374,0.0,100,100,synthetic_physics
